TrialNumber,SubjectID,Scene,RefFilename,RefPath,LeftCondition,LeftFilename,LeftMetric,LeftLevel,LeftPath,RightCondition,RightFilename,RightMetric,RightLevel,RightPath
11,ali,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:dlss_rr_level0,bistro_exterior/dlss_rr/level0/video0.rgb,dlss_rr,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/dlss_rr/level0/video0.rgb,bistro_exterior:restir_level1,bistro_exterior/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/restir/level1/video0.rgb
12,ali,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:stutter_level1,marbles/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/stutter/level1/video0.rgb,marbles:temporal-resolution-multiplexing_level0,marbles/temporal-resolution-multiplexing/level0/video0.rgb,temporal-resolution-multiplexing,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/temporal-resolution-multiplexing/level0/video0.rgb
13,ali,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:judder_level1,landscape/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/judder/level1/video0.rgb,landscape:temporal-resolution-multiplexing_level0,landscape/temporal-resolution-multiplexing/level0/video0.rgb,temporal-resolution-multiplexing,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/temporal-resolution-multiplexing/level0/video0.rgb
14,ali,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:restir_level2,landscape/restir/level2/video0.rgb,restir,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/restir/level2/video0.rgb,landscape:dlss_rr_level0,landscape/dlss_rr/level0/video0.rgb,dlss_rr,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/dlss_rr/level0/video0.rgb
15,ali,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:motion_noise_level2,subway/motion_noise/level2/video0.rgb,motion_noise,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/motion_noise/level2/video0.rgb,subway:restir_level0,subway/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/restir/level0/video0.rgb
16,ali,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:judder_level1,landscape/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/judder/level1/video0.rgb,landscape:restir_level2,landscape/restir/level2/video0.rgb,restir,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/restir/level2/video0.rgb
17,ali,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:stutter_level0,bistro_exterior/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/stutter/level0/video0.rgb,bistro_exterior:noise_colors_level0,bistro_exterior/noise_colors/level0/video0.rgb,noise_colors,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/noise_colors/level0/video0.rgb
18,ali,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:dlss_rr_level2,landscape/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/dlss_rr/level2/video0.rgb,landscape:motion_resolution_level0,landscape/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level0/video0.rgb
19,ali,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:temporal-resolution-multiplexing_level1,marbles/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/temporal-resolution-multiplexing/level1/video0.rgb,marbles:restir_level2,marbles/restir/level2/video0.rgb,restir,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/restir/level2/video0.rgb
20,ali,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:motion_noise_level0,landscape/motion_noise/level0/video0.rgb,motion_noise,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_noise/level0/video0.rgb,landscape:judder_level1,landscape/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/judder/level1/video0.rgb
21,ali,bistro_interior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/reference/video0.rgb,bistro_interior:dlss_rr_level1,bistro_interior/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/dlss_rr/level1/video0.rgb,bistro_interior:motion_resolution_level1,bistro_interior/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/motion_resolution/level1/video0.rgb
22,ali,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:noise_colors_level0,subway/noise_colors/level0/video0.rgb,noise_colors,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/noise_colors/level0/video0.rgb,subway:dlss_rr_level1,subway/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/dlss_rr/level1/video0.rgb
23,ali,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:temporal-resolution-multiplexing_level2,pink_room/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/temporal-resolution-multiplexing/level2/video0.rgb,pink_room:restir_level0,pink_room/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/restir/level0/video0.rgb
24,ali,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:dlss_rr_level2,pink_room/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/dlss_rr/level2/video0.rgb,pink_room:noise_colors_level1,pink_room/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/noise_colors/level1/video0.rgb
25,ali,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:restir_level2,bistro_exterior/restir/level2/video0.rgb,restir,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/restir/level2/video0.rgb,bistro_exterior:noise_colors_level2,bistro_exterior/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/noise_colors/level2/video0.rgb
26,ali,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:restir_level1,bistro_exterior/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/restir/level1/video0.rgb,bistro_exterior:duration_flicker_level0,bistro_exterior/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/duration_flicker/level0/video0.rgb
27,ali,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:noise_colors_level1,pink_room/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/noise_colors/level1/video0.rgb,pink_room:restir_level0,pink_room/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/restir/level0/video0.rgb
28,ali,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:noise_colors_level1,pink_room/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/noise_colors/level1/video0.rgb,pink_room:judder_level2,pink_room/judder/level2/video0.rgb,judder,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/judder/level2/video0.rgb
29,ali,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:stutter_level1,marbles/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/stutter/level1/video0.rgb,marbles:stutter_level0,marbles/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/stutter/level0/video0.rgb
30,ali,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:motion_resolution_level1,bistro_exterior/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/motion_resolution/level1/video0.rgb,bistro_exterior:duration_flicker_level2,bistro_exterior/duration_flicker/level2/video0.rgb,duration_flicker,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/duration_flicker/level2/video0.rgb
31,ali,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:dlss_rr_level0,attic/dlss_rr/level0/video0.rgb,dlss_rr,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/dlss_rr/level0/video0.rgb,attic:restir_level0,attic/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/restir/level0/video0.rgb
32,ali,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:restir_level1,zeroday/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/restir/level1/video0.rgb,zeroday:temporal-resolution-multiplexing_level2,zeroday/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/temporal-resolution-multiplexing/level2/video0.rgb
33,ali,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:judder_level0,classroom/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/judder/level0/video0.rgb,classroom:temporal-resolution-multiplexing_level1,classroom/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/temporal-resolution-multiplexing/level1/video0.rgb
34,ali,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:stutter_level2,zeroday/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/stutter/level2/video0.rgb,zeroday:motion_resolution_level2,zeroday/motion_resolution/level2/video0.rgb,motion_resolution,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/motion_resolution/level2/video0.rgb
35,ali,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:noise_colors_level2,pink_room/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/noise_colors/level2/video0.rgb,pink_room:judder_level0,pink_room/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/judder/level0/video0.rgb
36,ali,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:stutter_level0,landscape/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/stutter/level0/video0.rgb,landscape:motion_noise_level1,landscape/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_noise/level1/video0.rgb
37,ali,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:judder_level1,zeroday/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/judder/level1/video0.rgb,zeroday:duration_flicker_level1,zeroday/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/duration_flicker/level1/video0.rgb
38,ali,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:stutter_level2,zeroday/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/stutter/level2/video0.rgb,zeroday:motion_resolution_level1,zeroday/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/motion_resolution/level1/video0.rgb
39,ali,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:duration_flicker_level1,bistro_exterior/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/duration_flicker/level1/video0.rgb,bistro_exterior:noise_colors_level1,bistro_exterior/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/noise_colors/level1/video0.rgb
40,ali,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:stutter_level0,zeroday/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/stutter/level0/video0.rgb,zeroday:noise_colors_level0,zeroday/noise_colors/level0/video0.rgb,noise_colors,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/noise_colors/level0/video0.rgb
41,ali,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:duration_flicker_level0,pink_room/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/duration_flicker/level0/video0.rgb,pink_room:restir_level2,pink_room/restir/level2/video0.rgb,restir,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/restir/level2/video0.rgb
42,ali,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:duration_flicker_level0,pink_room/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/duration_flicker/level0/video0.rgb,pink_room:restir_level0,pink_room/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/restir/level0/video0.rgb
43,ali,bistro_interior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/reference/video0.rgb,bistro_interior:stutter_level0,bistro_interior/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/stutter/level0/video0.rgb,bistro_interior:judder_level0,bistro_interior/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/judder/level0/video0.rgb
44,ali,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:restir_level0,bistro_exterior/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/restir/level0/video0.rgb,bistro_exterior:judder_level1,bistro_exterior/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/judder/level1/video0.rgb
45,ali,bistro_interior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/reference/video0.rgb,bistro_interior:duration_flicker_level2,bistro_interior/duration_flicker/level2/video0.rgb,duration_flicker,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/duration_flicker/level2/video0.rgb,bistro_interior:judder_level0,bistro_interior/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/judder/level0/video0.rgb
46,ali,bistro_interior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/reference/video0.rgb,bistro_interior:motion_resolution_level0,bistro_interior/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/motion_resolution/level0/video0.rgb,bistro_interior:stutter_level2,bistro_interior/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/stutter/level2/video0.rgb
47,ali,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:temporal-resolution-multiplexing_level2,marbles/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/temporal-resolution-multiplexing/level2/video0.rgb,marbles:dlss_rr_level1,marbles/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/dlss_rr/level1/video0.rgb
48,ali,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:temporal-resolution-multiplexing_level1,classroom/temporal-resolution-multiplexing/level1/video0.rgb,temporal-resolution-multiplexing,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/temporal-resolution-multiplexing/level1/video0.rgb,classroom:motion_resolution_level0,classroom/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/motion_resolution/level0/video0.rgb
49,ali,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:stutter_level1,marbles/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/stutter/level1/video0.rgb,marbles:judder_level0,marbles/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/judder/level0/video0.rgb
50,ali,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:motion_noise_level2,classroom/motion_noise/level2/video0.rgb,motion_noise,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/motion_noise/level2/video0.rgb,classroom:duration_flicker_level0,classroom/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/duration_flicker/level0/video0.rgb
51,ali,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:motion_noise_level1,attic/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/motion_noise/level1/video0.rgb,attic:stutter_level0,attic/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/stutter/level0/video0.rgb
52,ali,bistro_interior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/reference/video0.rgb,bistro_interior:dlss_rr_level1,bistro_interior/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/dlss_rr/level1/video0.rgb,bistro_interior:noise_colors_level2,bistro_interior/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/noise_colors/level2/video0.rgb
53,ali,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:motion_noise_level1,marbles/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/motion_noise/level1/video0.rgb,marbles:stutter_level1,marbles/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/stutter/level1/video0.rgb
54,ali,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:duration_flicker_level0,pink_room/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/duration_flicker/level0/video0.rgb,pink_room:motion_noise_level2,pink_room/motion_noise/level2/video0.rgb,motion_noise,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/motion_noise/level2/video0.rgb
55,ali,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:judder_level0,zeroday/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/judder/level0/video0.rgb,zeroday:stutter_level0,zeroday/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/stutter/level0/video0.rgb
56,ali,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:noise_colors_level0,subway/noise_colors/level0/video0.rgb,noise_colors,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/noise_colors/level0/video0.rgb,subway:judder_level1,subway/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/judder/level1/video0.rgb
